title	other_names	desc	causes	percentages	related	related_p	tests	meds	ages	ages_freq	sex	sex_freq	race	race_freq
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Eustachian tube dysfunction (ear disorder)	5	Redness in ear	18	Diagnostic procedures on nose; mouth and pharynx	Dexamethasone-Tobramycin Ophthalmic	30-44 years	2.6x				
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Common cold	3	Cough	36	Other therapeutic ear procedures	Naphazoline-Pheniramine Ophthalmic	5-14 years	0.6x				
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Ear wax impaction	3	Ear pain	45	Tympanoplasty	Triiodothyronine (Cytomel)	1-4 years	0.4x				
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Otitis media	17	Pulling at ears	18	Tracheoscopy and laryngoscopy with biopsy	Neomycin (Septa)	45-59 years	5.7x				
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."			Diminished hearing	12		Cefaclor (Ceclor)						
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."			Nasal congestion	9		Cefdinir						
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."			Itchy ear(s)	7		Cefprozil						
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."			Ringing in ear	9								
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Pancreatic cancer	2	Recent weight loss	12	Kidney function tests (Kidney function test)	Gemcitabine (Gemzar)	60-74 years	0.2x	Female	0.8x	Other	2.9x
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Neonatal jaundice	2	Sleepiness	4	Liver function tests (Liver test)	Rocuronium	15-29 years	0.4x	Male	1.3x	White	0.7x
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Hepatitis due to a toxin	1	Sharp abdominal pain	8	Hematologic tests (Blood test)	Ethanol (On Guard)	1-4 years	0.4x			Hispanic	0.8x
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Choledocholithiasis	47	Irregular belly button	8	Electrolytes panel	Scopolamine	30-44 years	0.5x			Black	1.6x
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Hypovolemia	2	"Skin dryness, peeling, scaliness, or roughness"	12	Intravenous fluid replacement	Aprepitant (Emend)	< 1 years	0.3x				
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Metabolic disorder	1	Constipation	8	Complete blood count (Cbc)	Cefotaxime	75+ years	21.7x				
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Liver disease	1	Infant feeding problem	36	Complete physical skin exam performed (ML)	Pimecrolimus Topical	5-14 years	0.2x				
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."	Gallstone	10	Symptoms of infants	12	Prothrombin time assay (Prothrombin time)	Desflurane	45-59 years	0.3x				
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."			Decreased appetite	21		Dolasetron (Anzemet)						
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."			Low urine output	4		Ampicillin						
Jaundice	"Also known as Scleral incterus, Yellow eyes, and Yellow skin"	"Jaundice (also known as icterus, from the Greek word _______; adjectival form, icteric) is a yellowish pigmentation of the skin, the conjunctival membranes over the sclerae (whites of the eyes), and other mucous membranes caused by hyperbilirubinemia (increased levels of bilirubin in the blood). This hyperbilirubinemia subsequently causes increased levels of bilirubin in the extracellular fluid. Concentration of bilirubin in blood plasma is normally below 1.2 mg/dL (<25µmol/L). A concentration higher than 2.5Êmg/dL (>50µmol/L) leads to jaundice. The term jaundice comes from the French word jaune, meaning yellow."			Unusual color or odor to urine	12		Vitamin K 1 (Mephyton)						
