conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Neck swelling									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		52								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Lip swelling									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		22								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		37								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Peripheral edema									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		3								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Pimozide (Orap)
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.1x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"						Female				
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Clindamycin
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"									1.2x	
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		96								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Facial pain									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		31								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				75+ years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Gum pain									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"								Other		
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Clove
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		22								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		13								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Mouth ulcer									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		4								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				5-14 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					2.3x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"			Other diagnostic radiology and related techniques							
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.3x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				30-44 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				1-4 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Benzocaine Topical
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.7x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"								Hispanic		
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				45-59 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Menthol-Phenol Topical
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"						Male				
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"									1.0x	
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				15-29 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.2x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Glubionate Calcium
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Jaw swelling									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Mouth pain									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					1.8x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Ear pain									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.2x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Toothache									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				< 1 years						
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"								Black		
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"								White		
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		26								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Penicillin
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		3								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"									0.6x	
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"			Dental procedures (Care dental)							
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"					0.2x					
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Swollen lymph nodes									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"							1.0x			
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"										Cephalothin
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"									0.8x	
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Bleeding gums									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Headache									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"	Pain in gums									
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"							1.1x			
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		44								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"		11								
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"			Treatment; facial fracture or dislocation							
Tooth disorder	http://www.symcat.com/conditions/tooth-disorder	Tooth disorder	"Also known as Tooth Disease, Dental Disease, and Disease Of Teeth"				60-74 years						
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA										Bivalirudin
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA										Propantheline
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		25								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		29								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA									0.8x	
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		46								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		62								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA			Complete blood count (Cbc)							
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA								Other		
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA									1.2x	
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					0.4x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA								Black		
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA									0.6x	
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					3.5x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					1.2x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA				< 1 years						
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA			Electrolytes panel							
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		24								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA				75+ years						
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA	Disturbance of memory									
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA			Electrocardiogram							
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA	Diminished vision									
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA	Depressive or psychotic symptoms									
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					0.1x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		31								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					0.1x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		29								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					0.0x					
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA			Kidney function tests (Kidney function test)							
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		51								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA										Clopidogrel (Plavix)
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA				60-74 years						
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA		40								
Transient ischemic attack	http://www.symcat.com/conditions/transient-ischemic-attack	Transient ischemic attack	Also known as TIA					2.3x					
