title	other_names	desc	diseases	side_effects
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Venous insufficiency	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Diabetic peripheral neuropathy	
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Frontal headache	Nausea
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Acute sinusitis	Pain
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Chronic sinusitis	Abdominal pain
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Congestion in chest	Diarrhea
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Chronic obstructive pulmonary disease (COPD)	
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Acute bronchitis	
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Coughing up sputum	
Clarithromycin	Also known as Biaxin	"Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydophila pneumoniae), skin and skin structure infections. In addition, it is sometimes used to treat legionellosis, Helicobacter pylori, and lyme disease. Recently there has been research towards whether Clarithromycin can be used to effectively treat idiopathic hypersomnia."	Sinus congestion	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Nasal congestion	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Acute sinusitis	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Chronic sinusitis	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Nose disorder	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Painful sinuses	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Frontal headache	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Common cold	
Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Eustachian tube dysfunction (ear disorder)	
Chickenpox Vaccine (Shingles Vaccine)	"Also known as Varicella Vaccine, Varicella Virus Vaccine Live, Varivax, and Shingles Vaccine"	"The varicella vaccine is a live (attenuated) virus administered to protect against the viral disease commonly known as chickenpox caused by the varicella zoster virus (VZV). The varicella vaccine is marketed as Varivax in the U.S. by Merck and globally as Varilrix by GlaxoSmithKline. Another vaccine that is known as Zostavax is simply a larger-than-normal dose of Varivax, and is used to reduce the risk of shingles (also called herpes zoster) and postherpetic neuralgia that are caused by the same virus."	Leptospirosis	
Chickenpox Vaccine (Shingles Vaccine)	"Also known as Varicella Vaccine, Varicella Virus Vaccine Live, Varivax, and Shingles Vaccine"	"The varicella vaccine is a live (attenuated) virus administered to protect against the viral disease commonly known as chickenpox caused by the varicella zoster virus (VZV). The varicella vaccine is marketed as Varivax in the U.S. by Merck and globally as Varilrix by GlaxoSmithKline. Another vaccine that is known as Zostavax is simply a larger-than-normal dose of Varivax, and is used to reduce the risk of shingles (also called herpes zoster) and postherpetic neuralgia that are caused by the same virus."	West Nile virus	
