meds	meds-href	title	other_names	desc	diseases	side_effects
Venlafaxine	http://www.symcat.com/medications/venlafaxine	Venlafaxine (Effexor)	Also known as Effexor	"Venlafaxine (brand name: Effexor or Efexor) is an antidepressant of the serotonin-norepinephrine reuptake inhibitor (SNRI) class. First introduced by Wyeth in 1993, now marketed by Pfizer, it is licensed for the treatment of major depressive disorder (MDD), as a treatment for generalized anxiety disorder, and comorbid indications in certain anxiety disorders with depression. In 2007, venlafaxine was the sixth most commonly prescribed antidepressant on the U.S. retail market, with 17.2 million prescriptions."		Diminished vision
Ropinirole	http://www.symcat.com/medications/ropinirole	Ropinirole	Also known as Requip	"Ropinirole (INN; trade names Requip, Ronirol, Adartrel) is a dopamine agonist of the non-ergoline class of medications. It is manufactured by GlaxoSmithKline (GSK), Cipla, Dr. Reddy's Laboratories and Sun Pharmaceutical. It is used in the treatment of Parkinson's disease and Restless Legs Syndrome (RLS). Ropinirole is one of three medications approved by the FDA to treat Restless Legs Syndrome (RLS), the other two being pramipexole (Mirapex) and gabapentin enacarbil (Horizant). The discovery of the drug's utility in (RLS) has been used as a successful example of drug repurposing."		Focal weakness
Haemophilus B Conjugate Vaccine (Obsolete)	http://www.symcat.com/medications/haemophilus-b-conjugate-vaccine-obsolete	Haemophilus B Conjugate Vaccine (Obsolete)	null	Haemophilus B Conjugate Vaccine (Obsolete) is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Seborrheic dermatitis	
Tramadol	http://www.symcat.com/medications/tramadol	Tramadol	Also known as Ryzolt	"Tramadol hydrochloride (trademarked as Conzip, Ryzolt, Ultracet, Ultram in the USA, Ralivia, Zytram XL Durella{CR-100/200 mg} in Canada or Adolonta in Spain) is a centrally acting synthetic analgesic used to treat moderate to moderately severe pain. The drug has a wide range of applications, including treatment of rheumatoid arthritis, restless legs syndrome, motor neurone disease and fibromyalgia. It was launched and marketed as Tramal by the German pharmaceutical company Grünenthal GmbH in 1977."	Blastomycosis	
Pravastatin	http://www.symcat.com/medications/pravastatin	Pravastatin	Also known as Pravachol	"Pravastatin (marketed as Pravachol or Selektine) is a member of the drug class of statins, used in combination with diet, exercise, and weight-loss for lowering cholesterol and preventing cardiovascular disease."		Anxiety
Pramipexole	http://www.symcat.com/medications/pramipexole	Pramipexole (Mirapex)	Also known as Mirapex	"Pramipexole (Mirapex, Mirapexin, Sifrol) is a dopamine agonist of the non-ergoline class indicated for treating early-stage Parkinson's disease (PD) and restless legs syndrome (RLS). It is also sometimes used off-label as a treatment for cluster headache and to counteract problems with sexual dysfunction experienced by some users of selective serotonin reuptake inhibitor (SSRI) antidepressants. Pramipexole has shown robust effects on pilot studies in a placebo-controlled proof of concept study in bipolar disorder.   It is also being investigated for the treatment of clinical depression and fibromyalgia."		Constipation
Calcium Carbonate	http://www.symcat.com/medications/calcium-carbonate	Calcium Carbonate	"Also known as Tempo Brand Of Antacid, Prenatal Rx 1, Lactocal, Bayer Aspirin Plus Calcium, Folgard Os, Calcium Antacid, Caltrate 600 + Iron & Vitamin D, Florical, Advanced Formula Di-Gel, and Alka-Mints"	"Calcium carbonate is a chemical compound with the formula CaCO3. It is a common substance found in rocks in all parts of the world, and is the main component of shells of marine organisms, snails, coal balls, pearls, and eggshells. Calcium carbonate is the active ingredient in agricultural lime, and is created when Ca ions in hard water react with carbonate ions creating limescale. It is commonly used medicinally as a calcium supplement or as an antacid, but excessive consumption can be hazardous."	Blastomycosis	
Leuprolide	http://www.symcat.com/medications/leuprolide	Leuprolide (Lupron)	"Also known as Lupron, Lupron Depot, Viadur, and Eligard"	Leuprorelin (INN) or leuprolide acetate (USAN) is a GnRH analog. Proper Sequence: Pyr-His-Trp-Ser-Tyr-D-Leu-Leu-Arg-Pro-NHEt (Pyr = L-Pyroglutamyl)		Insomnia
Doxycycline	http://www.symcat.com/medications/doxycycline	Doxycycline	"Also known as Cyclodox, Demix, Doxylar, Nordox, Ramysis, Vibramycin Acne Pack, Vibramycin, Doryx, Doxy Lemmon, and Doxy-Caps"	"Doxycycline is a member of the tetracycline antibiotics group, and is commonly used to treat a variety of infections. Doxycycline is a semisynthetic tetracycline invented and clinically developed in the early 1960s by Pfizer Inc. and marketed under the brand name Vibramycin. Vibramycin received US Food and Drug Administration approval in 1967,. Other brand names include Monodox, Microdox, Periostat, Vibra-Tabs, Oracea, Doryx, Vibrox, Adoxa, Doxyhexal, Doxylin, Doxoral, Doxy-1 and Atridox (topical doxycycline hyclate for periodontitis)."		Diarrhea
Lamotrigine	http://www.symcat.com/medications/lamotrigine	Lamotrigine (Lamictal)	Also known as Lamictal	"Lamotrigine, marketed in the US and most of Europe as Lamictal  by GlaxoSmithKline, is an anticonvulsant drug used in the treatment of epilepsy and bipolar disorder. It is also used off-label as an adjunct in treating depression. For epilepsy, it is used to treat focal seizures, primary and secondary tonic-clonic seizures, and seizures associated with Lennox-Gastaut syndrome. Like many other anticonvulsant medications, Lamotrigine also seems to act as an effective mood stabilizer, and has been the first U.S. Food and Drug Administration (FDA)-approved drug for this purpose since lithium, a drug approved almost 30 years earlier. It is approved for the maintenance treatment of bipolar type I. Chemically unrelated to other anticonvulsants (due to lamotrigine's being a phenyltriazine), lamotrigine has many possible side-effects. Lamotrigine is generally accepted to be a member of the sodium channel blocking class of antiepileptic drugs, but it could have additional actions inasmuch as it has a broader spectrum of action than other sodium channel antiepileptic drugs such as phenytoin and carbamazepine and is effective in the treatment of the depressed phase of bipolar disorder, whereas other sodium channel blocking antiepileptic drugs are not. In addition, lamotrigine shares few side-effects with other, unrelated anticonvulsants known to inhibit sodium channels, which further emphasizes its unique properties. Lamotrigine is inactivated by hepatic glucuronidation."		Skin rash
Dexamethasone	http://www.symcat.com/medications/dexamethasone	Dexamethasone	"Also known as Hexadrol, Dexone, and Decadron"	"Dexamethasone is a potent synthetic member of the glucocorticoid class of steroid drugs that has anti-inflammatory and immunosuppressant properties. It is 25 times more potent than cortisol in its glucocorticoid effect, while having minimal mineralocorticoid effect."	Colorectal cancer	
Penicillin	http://www.symcat.com/medications/penicillin	Penicillin	"Also known as Penicillin G Sodium, Benzylpenicillin Sodium, 4-Thia-1-Azabicyclo(3.2.0)Heptane-2-Carboxylic Acid, 3,3-Dimethyl-7-Oxo-6-((Phenylacetyl)Amino)-,(2S-(2Alpha,5Alpha,6Beta))-, Monosodium Salt, Benzylpenicillin Sodium Salt, Sugracillin Sodium Salt, Novocillin, Penilaryn, and Veticillin"	"Penicillin (sometimes abbreviated PCN or pen) is a group of antibiotics derived from Penicillium fungi. They include penicillin G, procaine penicillin, benzathine penicillin, and penicillin V. Penicillin antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases, such as syphilis, and infections caused by staphylococci and streptococci. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are _-lactam antibiotics and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms."		
Haemophilus B Conjugate Vaccine (Obsolete)	http://www.symcat.com/medications/haemophilus-b-conjugate-vaccine-obsolete	Haemophilus B Conjugate Vaccine (Obsolete)	null	Haemophilus B Conjugate Vaccine (Obsolete) is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Symptoms of infants	
Ziprasidone	http://www.symcat.com/medications/ziprasidone	Ziprasidone (Geodon)	Also known as Geodon	"Ziprasidone (marketed as Geodon, Zeldox by Pfizer) was the fifth atypical antipsychotic to gain approval (February 2001) in the United States. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia, and acute mania and mixed states associated with bipolar disorder. Its intramuscular injection form is approved for acute agitation in schizophrenic patients for whom treatment with just ziprasidone is appropriate."		Tooth disorder (Tooth Disease)
Levalbuterol	http://www.symcat.com/medications/levalbuterol	Levalbuterol (Xopenex)	Also known as Xopenex	"Levosalbutamol (INN) or levalbuterol (USAN), trade name Xopenex, is the R-enantiomer of the short-acting _2-adrenergic receptor agonist salbutamol. It is marketed by Cipla as Levolin, & by axa named Axazest."		Anxiety
Pseudoephedrine	http://www.symcat.com/medications/pseudoephedrine	Pseudoephedrine (Pcm-La)	"Also known as Sinutab, Drixoral Sinus, Robitussin Night Relief, Actifed Cold & Sinus, Actifed Plus, Alka-Seltzer Plus Cold Liquigel, Allerest Headache Strength, Allerest No Drowsiness, Allerest Sinus, and Bayer Select Decongestant"	"Pseudoephedrine  is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes. It may be used as a nasal/sinus decongestant, as a stimulant, or as a wakefulness-promoting agent."	Common cold	
Magnesium Sulfate	http://www.symcat.com/medications/magnesium-sulfate	Magnesium Sulfate	"Also known as Rightstep, Elliotts B, Hemocyte Plus, Ferrocite Plus, Eldertonic, Sulfamag, Tis-U-Sol, Fletchers Magnesium Sulfate, and Ellis Tonic"	"Magnesium sulfate (or magnesium sulphate) is an inorganic salt (chemical compound) containing magnesium, sulfur and oxygen, with the formula MgSO4. It is often encountered as the heptahydrate sulfate mineral epsomite (MgSO4·7H2O), commonly called Epsom salt, named for a bitter saline spring from the town of Epsom in Surrey, England, where the salt was produced from the springs that arise where the porous chalk of the North Downs meets non-porous London clay. Epsom salt occurs naturally as a pure mineral. Another hydrate form is kieserite."	Pain of the anus	
Insulin	http://www.symcat.com/medications/insulin	Insulin	"Also known as Insulin, Regular, Humulin R, and Novolin R"	"Insulin is a peptide hormone, produced by beta cells of the pancreas, and is central to regulating carbohydrate and fat metabolism in the body. Insulin causes cells in the liver, skeletal muscles, and fat tissue to absorb glucose from the blood. In the liver and skeletal muscles, glucose is stored as glycogen, and in fat cells (adipocytes) it is stored as triglycerides."		Back pain
Valsartan	http://www.symcat.com/medications/valsartan	Valsartan (Diovan)	Also known as Diovan	"Valsartan (Angiotan or Diovan) is an angiotensin II receptor antagonist (more commonly called an ""ARB"", or angiotensin receptor blocker), with particularly high affinity for the type I (AT1) angiotensin receptor. By blocking the action of angiotensin, valsartan dilates blood vessels and reduces blood pressure. In the U.S., valsartan is indicated for treatment of high blood pressure, congestive heart failure (CHF), or post-myocardial infarction (MI). In 2005, Valsartan was prescribed more than 12 million times in the United States and global sales were approximately $6.1 billion in 2010. The patents for valsartan and valsartan/hydrochlorothiazide expired in September 2012."	Pick disease	
